InternetService_Fiber optic,PaymentMethod_Electronic check,MonthlyCharges,PaperlessBilling,SeniorCitizen,PaymentMethod_Credit card (automatic),Partner,Dependents,TechSupport_Yes,OnlineSecurity_Yes,Contract_One year,TotalCharges,InternetService_No,Contract_Two year,tenure,Churn
0,1,65.4,0,0,0,0,0,1,1,1,2774.55,0,0,44,0
1,1,80.4,1,1,0,1,0,0,0,0,3605.2,0,0,46,1
0,0,59.75,1,0,0,1,1,0,1,0,4069.9,0,1,69,0
1,1,78.5,1,1,0,0,0,0,0,0,874.2,0,0,11,0
1,1,102.0,1,0,0,1,0,0,0,0,1145.35,0,0,11,1
0,0,48.95,0,0,0,0,0,0,0,0,1323.7,0,0,29,0
1,1,99.65,1,0,0,1,0,0,1,0,5497.05,0,0,57,0
0,0,18.25,0,0,1,0,0,0,0,1,534.7,1,0,28,0
0,0,54.55,0,0,1,0,0,0,1,0,2455.05,0,0,42,0
0,0,20.65,0,0,0,0,0,0,0,0,38.7,1,0,2,1
0,0,40.65,0,0,0,0,1,1,1,1,947.4,0,0,23,0
0,0,20.45,0,0,0,1,1,0,0,0,357.0,1,0,18,0
0,0,24.8,0,0,0,1,1,0,0,1,1476.25,1,0,62,0
1,0,70.8,1,0,0,0,0,0,0,0,70.8,0,0,1,1
1,0,89.05,1,0,1,0,0,1,0,0,1448.6,0,0,16,1
1,1,96.6,1,0,0,0,0,0,0,0,291.9,0,0,3,1
0,0,88.8,1,0,0,0,0,1,1,1,5903.15,0,0,67,0
0,0,20.05,1,0,1,0,0,0,0,0,1201.65,1,1,62,0
1,0,104.5,1,0,1,1,0,0,0,0,5921.35,0,0,57,1
1,1,69.8,1,0,0,0,0,0,0,0,146.65,0,0,2,0
0,0,77.15,1,0,0,1,1,1,1,0,1759.4,0,1,23,0
0,0,35.05,0,0,0,0,1,1,1,0,844.45,0,1,25,0
1,0,108.1,1,1,0,0,0,1,0,0,7774.05,0,1,72,0
1,1,84.05,1,0,0,1,0,0,0,0,134.05,0,0,2,0
0,0,20.2,1,0,0,0,0,0,0,1,140.95,1,0,8,0
0,0,50.6,1,0,0,0,0,0,0,0,249.95,0,0,5,1
0,1,49.2,0,0,0,0,0,0,0,0,1701.65,0,0,35,0
0,1,24.6,0,0,0,0,0,0,0,1,592.65,1,0,24,0
1,1,71.65,1,0,0,1,1,0,0,0,135.75,0,0,2,0
1,0,104.9,1,0,1,1,1,1,1,0,7732.65,0,1,72,0
1,1,106.5,1,0,0,0,0,1,1,0,4282.4,0,0,41,0
0,1,49.35,0,0,0,0,1,0,1,0,219.65,0,0,4,1
1,0,75.5,0,0,0,0,0,0,0,1,2018.1,0,0,26,0
1,1,94.25,1,0,0,0,0,0,0,0,669.0,0,0,7,1
1,1,68.95,1,0,0,1,0,0,0,0,68.95,0,0,1,1
0,0,58.5,1,0,0,1,1,1,0,0,224.85,0,0,4,0
0,0,78.9,0,0,1,0,0,1,0,0,3771.5,0,1,48,0
1,1,93.85,1,1,0,0,0,0,0,0,196.75,0,0,2,1
0,1,79.2,1,1,0,1,0,1,1,1,943.85,0,0,12,0
1,0,109.45,1,0,0,1,0,1,1,0,6572.85,0,0,60,0
0,1,59.2,1,0,0,0,0,1,1,0,3175.85,0,1,55,0
0,0,29.15,0,0,0,0,0,1,0,0,29.15,0,0,1,0
0,0,20.05,0,0,0,0,0,0,0,0,20.05,1,0,1,0
1,1,76.05,1,0,0,0,0,0,0,0,318.9,0,0,4,1
0,0,24.45,1,0,0,0,0,0,0,0,24.45,0,0,1,1
0,0,66.5,0,0,1,0,0,1,0,0,2762.75,0,1,42,0
0,0,49.55,0,0,0,0,0,0,1,0,49.55,0,0,1,0
1,0,89.35,1,0,1,0,0,0,0,0,631.85,0,0,7,1
1,0,73.6,1,0,1,0,0,0,0,0,232.5,0,0,3,0
0,0,82.65,1,0,1,1,0,0,1,0,5919.35,0,1,72,0
0,1,49.0,1,0,0,0,0,0,0,0,749.25,0,0,15,0
1,1,80.35,1,0,0,1,0,0,0,0,307.4,0,0,4,1
0,1,25.2,0,0,0,0,0,0,0,1,245.15,1,0,11,0
0,0,25.45,0,0,0,0,0,0,0,0,134.75,1,0,5,0
0,1,55.8,1,1,0,0,0,0,1,0,55.8,0,0,1,1
1,0,110.9,1,0,1,1,0,1,1,0,8240.85,0,1,72,0
1,0,77.75,1,0,1,1,0,0,0,0,4266.4,0,0,55,0
0,1,26.2,1,0,0,1,1,0,0,0,1077.5,1,0,40,0
0,0,19.9,0,0,0,1,0,0,0,0,1115.6,1,1,57,0
1,1,79.05,1,0,0,0,0,0,0,0,79.05,0,0,1,1
1,1,95.0,1,0,0,1,0,0,1,0,95.0,0,0,1,1
0,0,25.2,0,0,0,0,0,0,0,0,25.2,0,0,1,1
0,1,80.85,1,1,0,1,1,0,0,1,4079.55,0,0,52,0
1,1,98.4,1,1,0,0,0,0,0,0,4187.75,0,0,41,1
0,0,56.35,1,0,0,1,0,0,0,1,2391.15,0,0,43,0
0,0,19.3,0,0,0,1,1,0,0,0,890.5,1,1,47,0
0,0,50.4,0,0,0,0,0,0,0,0,137.25,0,0,3,0
0,0,79.4,0,1,1,1,1,1,1,0,5154.6,0,1,66,1
0,0,55.25,1,0,1,1,1,1,0,0,3119.9,0,1,55,0
0,0,19.1,0,0,0,0,0,0,0,1,529.5,1,0,29,0
1,1,84.05,1,0,0,0,1,0,0,0,966.55,0,0,12,0
1,1,105.2,1,0,0,1,0,0,0,0,6936.85,0,0,66,0
1,1,101.4,1,1,0,0,0,0,0,0,3496.3,0,0,35,1
1,1,89.8,1,1,0,1,0,0,0,0,914.3,0,0,10,1
1,0,75.75,1,0,0,1,1,0,0,0,1929.0,0,0,27,0
1,1,95.3,1,0,0,0,0,1,0,0,5817.7,0,0,58,0
1,0,109.75,0,0,0,1,0,1,1,0,6110.2,0,1,54,1
0,0,19.85,0,0,0,0,0,0,0,0,178.8,1,0,9,0
0,0,19.3,0,0,1,0,0,0,0,1,28.3,1,0,2,1
1,1,69.1,1,0,0,0,0,0,0,0,435.0,0,0,6,0
1,1,91.25,1,1,0,0,0,0,0,0,2351.8,0,0,26,1
0,0,20.25,0,0,0,0,0,0,0,0,186.15,1,0,9,0
0,0,54.75,1,0,0,1,0,0,0,0,445.85,0,0,8,0
1,1,81.45,1,0,0,0,0,0,0,0,912.0,0,0,12,0
0,1,49.1,1,0,0,0,0,0,0,0,679.55,0,0,15,1
0,1,80.2,1,0,0,1,0,0,1,1,3581.6,0,0,43,0
1,1,100.3,1,0,0,0,0,1,0,0,4222.95,0,0,42,0
0,0,65.25,0,0,1,0,0,1,1,0,1994.3,0,0,31,1
1,0,90.95,1,0,1,0,1,1,1,0,5930.05,0,1,66,0
1,1,85.45,1,1,0,0,0,1,0,0,1505.85,0,0,18,1
0,0,20.0,0,0,0,0,0,0,0,0,20.0,1,0,1,0
1,1,94.1,1,0,0,1,0,1,0,0,5638.3,0,1,61,1
1,1,79.85,0,0,0,0,0,0,0,0,797.25,0,0,10,0
1,1,71.65,1,1,0,0,0,0,0,0,71.65,0,0,1,1
1,1,73.55,1,1,0,0,0,0,0,0,1359.45,0,0,18,0
1,1,104.65,1,0,0,1,0,0,0,0,2542.45,0,0,24,1
0,0,19.3,0,0,0,1,1,0,0,0,54.7,1,0,3,0
0,0,20.15,0,0,1,0,0,0,0,1,989.05,1,0,50,0
0,1,44.55,0,0,0,1,1,0,0,0,44.55,0,0,1,0
0,0,54.45,1,0,0,0,0,1,1,0,87.3,0,0,2,0
0,0,19.65,1,0,0,0,0,0,0,1,351.55,1,0,17,0
1,1,105.0,1,0,0,1,1,0,0,0,7297.75,0,1,69,0
0,0,88.7,1,0,1,1,0,1,1,0,6301.7,0,1,72,0
1,1,74.25,1,0,0,0,0,0,0,0,210.3,0,0,3,1
0,0,75.15,1,1,0,1,1,0,1,0,3822.45,0,1,50,0
0,0,20.25,0,0,0,0,0,0,0,0,1048.45,1,1,53,0
1,0,109.1,1,0,1,1,0,1,1,0,6393.65,0,1,58,0
0,0,30.75,1,0,0,0,0,0,1,1,1489.3,0,0,46,0
1,0,112.9,1,1,1,1,0,1,1,0,8061.5,0,0,72,0
1,1,74.2,1,1,0,0,0,0,0,0,74.2,0,0,1,1
1,0,94.05,1,0,0,1,1,0,0,0,518.75,0,0,6,0
0,0,78.85,0,0,0,1,0,1,1,0,5763.15,0,1,72,0
0,0,55.3,1,0,0,0,0,0,0,0,238.5,0,0,4,0
0,0,19.35,0,0,0,1,1,0,0,0,1031.7,1,1,52,0
0,0,25.35,0,0,0,1,1,0,0,0,0.0,1,1,0,0
0,0,20.45,0,0,0,0,0,0,0,1,34.8,1,0,2,0
0,0,19.35,0,0,0,1,0,0,0,0,1319.95,1,1,65,0
1,1,101.0,1,1,0,1,0,0,0,0,4388.4,0,0,43,1
1,1,100.2,1,0,0,1,0,0,0,0,420.2,0,0,4,1
1,1,89.05,1,1,0,1,0,0,1,1,2177.45,0,0,25,1
0,0,78.65,1,0,1,1,0,1,0,1,3950.85,0,0,51,0
0,0,74.75,0,0,0,0,0,0,0,0,827.05,0,0,12,0
0,0,70.1,1,0,0,1,1,0,1,1,3913.3,0,0,57,1
0,0,19.9,0,0,0,1,1,0,0,1,533.5,1,0,24,0
0,0,58.35,0,0,0,1,0,1,0,1,3756.45,0,0,64,0
1,1,105.65,1,0,0,0,0,1,0,1,443.9,0,0,4,1
1,0,100.5,1,0,0,0,0,0,0,0,2599.95,0,0,26,0
0,0,20.05,0,0,0,1,1,0,0,0,284.3,1,0,15,0
0,0,25.65,0,1,1,1,0,0,0,0,1740.8,1,1,64,0
1,1,96.5,1,1,0,1,0,0,0,0,3436.1,0,0,36,1
1,0,95.0,0,0,1,1,0,0,0,0,2462.55,0,0,27,0
1,0,70.85,0,1,0,1,0,0,0,0,70.85,0,0,1,1
0,0,85.95,1,0,1,0,0,1,1,1,3110.1,0,0,35,1
1,1,73.9,1,0,0,0,0,0,0,0,280.85,0,0,4,1
0,1,45.45,1,0,0,1,1,0,0,0,411.75,0,0,8,0
0,0,20.0,1,0,1,0,0,0,0,0,198.6,1,0,10,0
0,0,49.2,0,0,0,0,0,0,0,0,103.7,0,0,2,0
1,0,109.45,1,0,0,1,0,0,1,0,6144.55,0,1,58,1
0,0,83.25,1,0,1,1,0,1,1,0,4089.45,0,1,51,0
0,0,19.25,1,0,0,1,1,0,0,0,864.2,1,1,46,0
0,0,19.65,1,0,0,0,0,0,0,0,19.65,1,0,1,0
1,0,72.8,0,0,0,0,0,0,0,0,3249.4,0,0,46,0
1,0,109.65,1,0,0,1,0,1,1,0,5405.8,0,0,50,0
0,0,65.0,0,0,1,1,1,1,0,0,3363.8,0,0,53,0
1,1,114.1,1,0,0,1,0,1,0,0,7132.15,0,0,61,0
0,0,20.65,0,0,0,0,0,0,0,0,93.55,1,0,5,0
0,0,86.95,1,0,0,0,0,1,1,1,4138.9,0,0,47,0
1,0,94.75,1,0,0,0,0,0,0,1,5121.75,0,0,54,0
0,0,25.35,1,0,1,0,1,0,0,0,566.1,0,0,19,0
1,1,105.45,1,0,0,0,1,1,0,0,2715.3,0,1,26,0
0,0,25.4,0,0,0,1,1,0,0,0,1782.05,1,1,70,0
1,1,102.55,1,0,0,1,0,0,0,0,1742.5,0,0,17,0
1,1,100.2,1,0,0,0,0,0,0,0,2983.8,0,0,30,1
0,0,24.0,0,0,0,0,1,0,0,0,24.0,1,0,1,0
0,0,25.6,0,0,0,1,1,0,0,0,485.9,1,1,19,0
0,0,73.5,1,0,1,1,0,0,0,0,1905.7,0,1,26,0
1,0,74.05,1,0,0,1,1,0,0,0,1565.7,0,0,21,1
1,1,98.25,1,0,0,1,0,0,0,1,4858.7,0,0,50,0
0,1,54.4,1,0,0,1,0,0,1,1,3723.65,0,0,68,0
1,0,101.55,1,0,0,0,0,0,0,0,298.35,0,0,3,1
1,1,103.1,0,0,0,1,1,1,0,0,970.45,0,0,9,0
0,0,34.2,0,0,0,1,1,1,1,0,1782.0,0,1,51,0
0,1,43.75,1,0,0,0,0,0,0,0,405.7,0,0,9,0
1,1,111.95,1,1,0,1,1,1,0,1,4534.9,0,0,41,1
1,1,100.65,1,0,0,0,0,0,0,0,2415.95,0,0,22,0
0,1,55.95,1,0,0,1,1,0,1,1,1157.05,0,0,21,1
1,0,116.05,1,0,0,1,1,1,1,0,8297.5,0,1,71,0
0,1,45.75,0,0,0,0,0,0,0,0,45.75,0,0,1,1
0,0,82.0,1,0,1,1,1,1,0,1,2083.1,0,0,26,0
0,0,65.15,0,0,0,1,0,1,1,0,4681.75,0,1,71,0
0,0,44.8,1,0,1,0,0,0,0,0,176.2,0,0,4,0
1,1,79.8,1,0,0,0,0,0,1,0,1001.2,0,0,12,0
1,1,88.85,1,0,0,1,0,1,0,0,1594.75,0,0,18,0
1,1,74.95,1,0,0,0,0,0,0,0,212.4,0,0,3,0
1,0,106.85,1,1,0,1,0,0,1,1,7677.4,0,0,72,0
1,1,74.95,0,0,0,0,0,0,0,0,815.5,0,0,11,1
1,0,80.15,0,0,1,0,0,0,0,0,80.15,0,0,1,1
0,0,19.3,0,0,1,0,0,0,0,1,259.65,1,0,13,0
1,1,109.25,1,0,0,1,0,1,0,1,8109.8,0,0,72,1
0,0,56.1,0,0,1,1,0,0,1,1,2386.85,0,0,42,0
0,0,19.7,0,0,1,0,0,0,0,0,340.35,1,0,17,0
0,0,51.3,1,1,0,0,0,0,0,0,419.35,0,0,7,0
1,0,118.6,0,0,0,1,0,1,1,0,7990.05,0,1,68,0
0,0,24.15,0,0,0,1,1,0,0,0,1402.25,1,1,56,0
0,0,20.3,0,0,0,1,1,0,0,1,749.35,1,0,38,0
1,1,115.5,1,0,0,1,1,1,1,0,8425.15,0,1,72,0
0,0,25.05,0,0,1,0,0,0,0,1,1171.5,1,0,48,0
1,1,109.1,1,1,0,1,0,0,1,0,5647.95,0,0,52,0
0,0,19.65,0,0,0,1,1,0,0,1,708.8,1,0,35,0
1,0,111.3,1,0,0,1,0,1,0,0,7567.2,0,1,67,0
0,0,29.9,0,0,0,0,0,0,1,0,29.9,0,0,1,0
1,0,80.6,1,0,0,0,0,1,0,0,4348.1,0,0,53,0
0,0,20.8,0,0,0,1,1,0,0,0,635.9,1,0,34,0
0,0,35.2,0,0,1,0,0,0,0,0,108.95,0,0,3,1
1,1,78.8,0,0,0,1,0,0,0,0,78.8,0,0,1,1
1,0,89.95,0,0,0,0,0,1,0,0,1682.4,0,0,19,0
1,0,116.05,1,1,0,1,0,1,1,0,6925.9,0,1,60,0
0,0,19.55,0,0,1,0,0,0,0,0,223.15,1,1,11,0
1,1,106.4,1,0,0,0,0,0,0,0,5127.95,0,0,47,1
0,1,49.4,0,0,0,0,0,0,1,0,874.8,0,0,18,1
1,0,115.25,0,0,1,1,1,1,1,0,6758.45,0,1,60,0
0,0,24.8,0,0,1,1,0,0,0,0,1874.3,1,1,72,0
0,0,19.9,0,0,0,0,0,0,0,1,791.15,1,0,39,0
1,0,81.25,1,0,1,1,0,0,1,1,4639.45,0,0,59,0
1,0,69.95,0,0,0,1,1,0,0,0,143.9,0,0,2,0
1,1,69.1,0,1,0,0,0,0,0,0,69.1,0,0,1,1
1,1,90.2,1,0,0,1,1,0,0,0,1776.55,0,0,20,1
1,0,93.55,1,0,0,0,0,0,0,0,536.4,0,0,6,1
1,0,86.4,1,0,1,0,0,1,0,0,6172.0,0,1,71,0
0,0,66.3,0,0,0,1,0,0,1,0,1559.45,0,0,24,0
1,0,94.65,1,1,1,1,0,0,0,0,6079.0,0,0,67,0
1,0,80.85,1,0,0,0,0,0,0,0,80.85,0,0,1,1
1,0,82.05,1,0,0,1,1,0,0,1,4029.95,0,0,48,1
0,0,72.1,0,0,0,1,0,1,0,1,2658.4,0,0,37,0
0,0,34.7,0,0,0,0,0,0,0,0,383.55,0,0,11,0
0,0,20.55,1,0,1,1,0,0,0,0,51.15,1,0,3,1
1,0,95.95,1,0,1,1,0,0,0,0,1745.5,0,0,18,0
0,0,44.8,1,0,0,1,1,0,0,1,2230.85,0,0,50,0
1,1,109.4,1,0,0,1,1,1,1,1,7281.6,0,0,67,0
0,0,71.05,1,0,0,1,0,1,1,0,1837.7,0,0,25,0
1,1,78.55,1,1,0,0,0,0,0,0,149.55,0,0,2,1
0,0,19.7,0,0,1,0,0,0,0,0,180.7,1,0,9,0
0,0,40.25,0,0,0,0,1,1,1,1,411.45,0,0,10,0
0,0,19.85,0,0,1,1,0,0,0,0,1328.35,1,1,70,0
0,0,68.25,1,0,0,0,0,1,1,0,576.95,0,0,9,0
0,0,20.15,1,0,1,0,0,0,0,0,68.45,1,0,4,0
0,0,50.95,0,0,0,0,0,0,1,0,123.05,0,0,2,0
1,1,78.65,0,0,0,0,1,0,0,0,78.65,0,0,1,1
0,0,25.15,1,0,0,0,0,0,0,0,468.35,0,0,19,0
0,0,20.25,1,0,0,1,1,0,0,0,174.7,1,0,7,0
0,1,42.9,1,0,0,0,0,0,0,0,42.9,0,0,1,1
0,1,44.0,0,1,0,0,0,0,0,0,44.0,0,0,1,0
0,0,20.25,0,0,0,1,1,0,0,1,172.35,1,0,9,0
0,0,34.25,0,0,0,0,0,1,1,0,139.35,0,0,3,1
0,0,58.5,0,0,0,0,0,1,1,0,539.85,0,0,9,1
0,0,55.8,0,0,1,0,0,0,1,0,300.4,0,0,5,0
1,0,88.9,0,0,0,1,1,0,0,1,4968.0,0,0,56,0
0,0,57.65,0,0,0,0,1,0,1,0,992.7,0,0,18,0
1,1,96.2,1,1,0,0,0,0,0,0,4718.25,0,0,49,1
0,0,79.15,0,0,0,1,0,1,1,0,5536.5,0,1,70,0
1,0,108.05,1,0,1,0,0,1,0,0,7806.6,0,1,72,0
1,1,74.4,0,1,0,0,0,0,0,0,434.1,0,0,6,1
1,1,94.8,1,1,0,1,0,0,0,0,1563.9,0,0,17,0
0,1,45.9,1,0,0,1,0,0,0,0,1332.4,0,0,29,0
1,1,105.3,1,0,0,1,0,0,0,0,545.2,0,0,6,1
1,1,102.6,0,0,0,1,0,0,0,0,6296.75,0,1,63,0
1,0,73.85,1,0,0,1,0,0,0,0,1284.2,0,0,16,1
0,0,61.35,1,0,0,0,0,0,0,1,3645.5,0,0,59,0
0,1,57.55,0,0,0,0,0,0,0,0,161.45,0,0,3,0
0,0,29.25,1,0,0,0,0,0,0,0,226.95,0,0,8,0
1,1,84.55,1,1,0,1,0,0,0,0,646.85,0,0,7,1
0,0,19.6,0,0,1,0,0,0,0,0,1441.65,1,1,68,0
1,0,111.75,0,0,1,1,1,1,1,0,7511.3,0,1,68,0
1,1,106.5,1,1,0,1,0,0,0,1,5621.85,0,0,52,0
1,0,107.7,1,0,1,1,1,1,1,0,7919.8,0,1,72,0
0,0,19.3,0,0,0,1,0,0,0,1,593.2,1,0,32,0
0,0,20.05,0,0,0,1,0,0,0,0,1423.65,1,1,72,0
1,0,69.95,1,0,1,1,1,0,0,0,69.95,0,0,1,0
0,0,63.7,0,0,1,1,1,1,1,1,2763.35,0,0,42,0
0,0,24.75,0,0,1,0,0,0,0,0,692.1,1,1,25,1
0,0,50.9,1,0,0,0,0,0,1,0,2298.55,0,0,45,0
0,0,60.4,1,0,1,1,1,1,1,1,2640.55,0,0,43,0
0,0,79.25,0,0,0,1,0,0,1,1,2911.8,0,0,37,0
1,0,85.8,1,1,1,0,0,0,0,0,1727.5,0,0,20,1
0,1,24.45,1,0,0,0,0,0,0,0,86.6,0,0,4,1
1,0,110.1,1,0,1,1,0,1,1,0,6705.7,0,1,63,0
1,0,90.7,0,0,0,0,0,0,0,0,237.65,0,0,3,0
0,0,25.3,1,0,1,1,1,0,0,0,1672.35,1,1,66,0
1,1,105.7,1,0,0,0,0,0,0,0,2979.5,0,0,28,1
1,1,85.2,0,1,0,0,0,0,0,0,695.75,0,0,8,0
0,0,24.35,0,0,0,0,1,0,0,0,1654.6,1,1,71,0
0,1,24.25,1,0,0,0,0,0,0,0,24.25,0,0,1,1
0,0,25.1,0,0,0,1,1,0,0,0,1857.85,1,1,72,0
0,0,54.55,1,1,0,1,0,0,1,0,825.1,0,0,16,0
1,0,96.6,0,0,0,1,0,1,1,0,6424.25,0,1,66,0
1,1,76.5,1,0,0,0,0,0,0,0,837.95,0,0,11,1
0,0,81.15,1,0,1,0,0,1,1,1,4126.2,0,0,51,0
0,1,38.5,1,0,0,0,1,0,1,0,330.8,0,0,8,0
1,1,92.9,1,0,0,0,0,0,0,0,1337.45,0,0,14,0
1,1,93.5,1,0,0,0,0,1,0,0,362.2,0,0,4,1
0,0,84.7,0,0,0,0,0,0,1,0,5991.05,0,1,70,0
0,1,66.0,0,0,0,0,1,1,1,0,4891.5,0,1,70,0
1,0,101.5,1,1,1,1,0,0,0,1,5373.1,0,0,54,1
1,0,74.9,1,0,0,0,1,0,1,0,2068.55,0,0,28,1
0,0,20.75,0,0,0,0,0,0,0,0,487.05,1,1,24,0
0,0,61.45,1,0,1,1,0,0,0,0,4131.2,0,1,69,0
0,0,54.5,0,0,0,1,1,0,1,0,2301.15,0,0,42,0
1,1,69.6,1,1,0,0,0,0,0,0,131.65,0,0,2,1
1,1,99.75,1,1,0,0,0,0,0,0,4036.0,0,0,39,0
1,0,109.75,1,0,0,1,1,1,0,0,4900.65,0,1,45,0
0,0,80.85,1,0,0,1,1,1,1,0,5727.45,0,1,72,0
0,0,20.3,0,0,0,0,0,0,0,0,743.05,1,1,38,0
0,0,67.8,1,0,0,1,0,1,1,0,4804.65,0,1,72,0
0,0,24.05,1,0,0,0,0,0,0,0,24.05,1,0,1,1
0,0,19.8,1,0,1,1,1,0,0,0,1414.65,1,1,72,0
0,0,25.7,0,0,0,1,0,0,0,0,1443.65,1,1,55,0
0,1,56.15,1,0,0,1,1,1,0,1,2898.95,0,0,51,0
0,0,86.7,1,0,0,0,0,1,1,0,5309.5,0,1,63,0
0,0,20.4,0,0,0,0,0,0,0,0,20.4,1,0,1,0
0,0,19.65,1,0,0,1,1,0,0,0,451.55,1,1,23,0
0,1,50.55,0,0,0,0,0,0,0,0,50.55,0,0,1,1
0,0,54.35,1,0,0,0,0,1,0,0,117.05,0,0,2,0
1,0,108.1,0,1,1,0,0,0,1,0,5839.3,0,0,52,0
0,0,54.45,0,0,0,0,0,0,1,1,1893.5,0,0,36,0
0,0,45.35,0,0,0,0,0,0,0,0,45.35,0,0,1,0
0,0,59.0,0,0,0,0,0,0,1,1,1654.45,0,0,28,0
0,1,69.45,0,0,0,1,1,0,1,1,477.05,0,0,7,0
1,1,100.55,1,0,0,0,0,0,0,0,1415.55,0,0,14,1
0,0,64.95,1,1,1,1,0,1,1,0,4546.0,0,1,72,0
0,0,20.5,1,0,0,1,1,0,0,0,20.5,1,0,1,1
0,0,18.85,0,0,0,0,0,0,0,0,163.2,1,0,10,0
0,0,19.8,0,0,0,0,0,0,0,1,849.9,1,0,42,0
0,0,25.05,0,0,0,0,0,0,0,0,189.95,0,0,7,0
1,0,74.8,1,0,0,0,0,0,0,0,321.9,0,0,4,1
1,0,114.3,1,0,1,1,1,1,1,0,8058.55,0,1,72,0
0,1,24.45,1,0,0,1,0,0,0,0,482.8,0,0,20,1
1,0,109.2,0,0,1,0,0,1,1,0,7049.75,0,1,63,0
0,0,45.05,0,0,0,0,0,1,1,0,2560.1,0,1,56,0
0,0,51.0,1,0,0,0,1,1,0,0,286.8,0,0,5,0
1,0,110.45,1,0,0,1,0,1,0,0,7982.5,0,1,72,0
1,1,84.65,1,1,0,1,1,0,0,0,5683.6,0,0,68,0
0,0,60.05,0,0,0,1,1,1,1,1,3994.05,0,0,67,0
0,0,44.65,0,0,0,1,1,0,0,0,369.15,0,0,8,0
1,0,93.25,1,0,0,1,1,1,0,0,4631.7,0,0,52,0
0,0,20.25,1,0,0,1,1,0,0,0,401.95,1,0,18,0
0,0,25.45,0,0,0,1,1,0,0,0,1534.05,1,1,59,0
0,0,20.6,0,0,0,0,0,0,0,0,1093.0,1,1,60,0
1,1,94.1,1,0,0,0,0,0,0,0,701.3,0,0,7,0
0,0,34.8,0,0,0,1,1,0,1,1,1980.3,0,0,59,0
0,0,60.75,1,0,0,0,0,1,1,0,2893.4,0,1,46,0
0,1,51.35,1,0,0,0,0,0,0,0,262.3,0,0,5,0
0,0,64.05,1,1,1,1,0,1,1,0,3886.85,0,1,59,0
0,0,84.8,1,0,0,1,0,1,0,0,5917.55,0,1,70,0
1,0,71.0,1,0,1,0,0,0,0,0,914.0,0,0,14,1
0,0,50.15,1,0,0,0,0,0,0,0,2139.1,0,0,44,0
1,0,94.6,1,0,1,1,0,0,1,0,5948.7,0,1,64,0
0,0,59.75,0,0,0,1,1,1,1,0,3624.35,0,1,58,0
1,1,100.25,0,1,0,1,0,1,0,1,4753.85,0,0,46,0
1,1,98.9,1,1,0,1,0,0,0,0,5780.7,0,0,58,0
1,0,97.7,1,0,1,1,0,0,0,0,6869.7,0,1,72,0
0,1,40.3,1,1,0,0,0,0,0,0,1172.95,0,0,30,1
0,0,60.25,0,1,0,0,0,0,1,0,662.95,0,0,11,0
0,1,56.25,1,1,0,0,0,0,0,0,1765.95,0,0,34,0
0,0,46.2,0,0,0,0,0,0,1,0,2431.95,0,1,54,0
0,1,50.6,1,0,0,0,0,0,0,0,155.35,0,0,3,1
0,0,24.9,0,0,0,1,1,0,0,0,1859.2,1,1,72,0
1,1,84.85,1,0,0,1,1,1,0,0,3303.05,0,0,40,1
0,0,65.7,0,0,0,1,1,0,0,0,134.35,0,0,2,1
0,0,63.35,0,0,1,1,1,0,0,0,3409.1,0,1,54,0
0,0,50.1,0,0,0,0,0,0,1,0,709.5,0,0,14,0
1,1,70.5,0,0,0,0,0,0,0,0,70.5,0,0,1,1
1,1,94.85,1,0,0,0,0,0,0,0,953.45,0,0,10,1
0,1,50.15,0,0,0,0,0,0,1,0,50.15,0,0,1,0
0,0,19.75,0,0,0,0,0,0,0,0,19.75,1,0,1,1
0,0,64.65,1,0,0,0,0,1,1,1,3665.55,0,0,56,0
0,0,79.6,1,0,0,1,0,1,1,0,5515.8,0,1,68,0
0,0,19.5,1,0,0,1,1,0,0,1,272.0,1,0,14,0
1,1,99.55,1,0,0,1,1,1,1,0,6668.0,0,1,68,0
1,1,74.0,1,1,0,1,0,0,0,0,4052.4,0,0,55,0
0,1,38.9,1,0,0,0,0,0,1,0,664.4,0,0,16,0
1,1,79.55,1,1,0,0,0,0,0,0,718.55,0,0,9,0
0,1,65.45,1,0,0,1,1,0,1,0,937.6,0,0,14,1
1,1,98.7,1,1,0,1,0,0,0,0,5812.6,0,0,58,1
0,0,46.3,1,0,0,0,0,0,1,0,2546.85,0,0,53,0
1,0,99.35,1,0,1,1,0,0,1,0,6944.5,0,1,70,0
1,1,95.8,1,1,0,1,1,0,0,0,1346.3,0,0,14,0
0,0,67.5,1,0,0,1,1,1,1,1,1544.05,0,0,22,1
1,0,78.15,1,0,1,1,0,0,1,0,765.15,0,0,10,0
0,0,26.1,0,0,0,1,1,0,0,0,692.55,1,1,29,0
1,1,69.6,1,0,0,0,0,0,0,0,69.6,0,0,1,1
0,1,84.35,0,0,0,1,0,1,1,1,4059.35,0,0,49,1
1,1,100.2,1,1,0,1,0,0,0,0,6851.65,0,0,68,1
1,1,78.05,0,0,0,0,0,0,0,0,78.05,0,0,1,1
0,0,40.35,1,0,1,0,0,1,0,1,1187.05,0,0,30,0
0,0,79.2,0,0,1,1,0,1,1,0,5401.9,0,1,72,0
0,0,20.9,1,0,0,0,0,0,0,0,247.0,1,0,10,0
1,1,73.6,0,0,0,0,0,0,0,0,520.0,0,0,7,1
1,1,74.75,1,0,0,0,0,0,0,0,706.6,0,0,9,1
0,0,49.9,0,0,0,0,1,0,1,0,49.9,0,0,1,0
